region,herd,cow,study_lact,herd_size,mwp,parity,milk120,calv_dt,cf,fs,cc,wpc,spc,twin,dyst,rp,vag_disch,h7
1,5,1214,1,125,39,1,2338.7,02feb1997,63,1,63,24,1,no,no,no,no,1
1,5,1215,1,125,39,1,,27feb1997,107,1,107,68,1,no,no,no,no,1
1,5,1215,2,125,39,2,2097.8999,01oct1997,20,,,,7,no,no,yes,no,1
1,5,1216,1,125,39,3,2901.8999,19apr1997,112,0,140,101,2,no,no,no,yes,1
1,5,1217,1,125,39,1,2218.7,17may1997,56,1,56,17,1,no,no,no,no,1
1,5,1218,1,125,39,5,2830.3999,07jan1997,64,1,64,25,1,no,no,no,no,1
1,5,1219,1,125,39,3,2691,15apr1997,67,1,67,28,1,no,no,no,no,1
1,5,1220,1,125,39,3,3177.8999,12jul1997,82,1,82,43,1,no,no,no,no,1
1,5,1221,1,125,39,2,3380.3999,08jun1997,58,0,101,62,2,no,no,no,no,1
1,5,1222,1,125,39,2,2688,05may1997,52,0,73,34,2,no,no,no,no,1
1,5,1223,1,125,39,2,2469.5,01apr1997,51,1,51,12,1,no,no,no,no,1
1,5,1224,1,125,39,2,2596.3999,11may1997,71,0,147,108,2,no,no,no,no,1
1,5,1225,1,125,39,2,3075.7,13jun1997,81,1,81,42,1,no,no,no,no,1
1,5,1226,1,125,39,2,3077.3,07jun1997,63,0,273,234,7,no,no,no,no,1
1,5,1227,1,125,39,3,2878.8999,07mar1997,77,1,77,38,1,no,no,no,no,1
1,5,1228,1,125,39,2,2168.1001,26apr1997,114,1,114,75,1,no,no,no,no,1
1,5,1229,1,125,39,2,2333.3,12sep1996,66,0,88,49,2,no,no,no,no,1
1,5,1229,2,125,39,3,2865.8,16sep1997,68,0,90,51,2,no,no,no,no,1
1,5,1230,1,125,39,1,1886.3,10feb1997,94,1,94,55,1,no,no,no,no,1
1,5,1231,1,125,39,1,2545.2,23apr1997,69,1,69,30,1,no,no,no,no,1
1,5,1232,1,125,39,1,1901.5,11apr1997,58,0,127,88,3,no,no,no,no,1
1,5,1233,1,125,39,1,,14apr1997,65,,,,1,no,no,no,no,1
1,5,1234,1,125,39,1,2245.7,19jul1997,71,1,71,32,1,no,no,no,no,1
1,5,1235,1,125,39,1,2247.5,09jun1997,61,1,61,22,1,no,no,no,yes,1
1,5,1236,1,125,39,1,,25jun1997,56,0,64,25,2,no,no,no,no,1
1,5,1237,1,125,39,1,2885.3,22jun1997,74,1,74,35,1,no,no,no,no,1
1,5,1238,1,125,39,1,2282.1001,17aug1997,166,0,244,205,3,no,no,no,yes,1
1,5,1239,1,125,39,2,2144.1001,14mar1997,54,0,78,39,2,no,no,no,no,1
1,5,1240,1,125,39,3,2821.1001,27mar1997,54,0,117,78,2,yes,no,no,no,1
1,5,1241,1,125,39,2,2383.8,23mar1997,67,1,67,28,1,no,no,no,no,1
1,5,1242,1,125,39,4,2227,26dec1996,59,1,59,20,1,no,no,no,no,1
1,5,1243,1,125,39,5,,25oct1996,,,,,,no,no,no,no,1
1,5,1244,1,125,39,4,1724.2,30oct1996,157,,,,1,no,no,no,no,1
1,5,1245,1,125,39,3,2178.8,19mar1997,85,1,85,46,1,no,no,no,no,1
1,5,1246,1,125,39,3,3462.1001,28sep1997,76,0,104,65,2,no,no,no,no,1
1,5,1247,1,125,39,3,2393.8999,07jul1997,59,1,59,20,1,no,no,no,no,1
1,5,1248,1,125,39,5,2912.8,09oct1996,,,,,,no,no,yes,no,1
1,5,1249,1,125,39,5,3441.1001,21jun1997,104,1,104,65,1,no,no,no,no,1
1,5,1250,1,125,39,5,3368,07mar1997,60,1,60,21,1,no,no,no,no,1
1,5,1251,1,125,39,4,3345.1001,05jan1997,55,0,100,61,3,no,no,no,no,1
1,5,1252,1,125,39,4,2901.8999,22nov1996,95,1,95,56,1,no,no,no,no,1
1,5,1253,1,125,39,5,2988.6001,12apr1997,59,1,59,20,1,no,no,no,no,1
1,5,1254,1,125,39,5,3260.6001,11dec1996,74,1,74,35,1,no,no,no,no,1
1,5,1254,2,125,39,6,1825.2,30nov1997,,,,,,no,no,no,no,1
1,5,1255,1,125,39,5,2387.3,15jan1997,59,1,59,20,1,no,no,no,no,1
1,5,1256,1,125,39,5,2692.8,07may1997,53,,,,3,no,no,no,no,1
1,5,1257,1,125,39,5,3057.8,06may1997,67,0,292,253,6,no,no,no,no,1
1,5,1258,1,125,39,4,3422.5,14dec1996,133,1,133,94,1,no,no,yes,no,1
1,5,1259,1,125,39,5,2608.8999,31dec1996,61,1,61,22,1,no,yes,no,no,1
1,5,1260,1,125,39,5,3071.8,14aug1997,64,1,64,25,1,no,no,no,no,1
1,5,1261,1,125,39,2,2828.5,14feb1997,54,0,76,37,2,no,no,no,no,1
1,5,1262,1,125,39,5,2494,04mar1997,52,1,52,13,1,no,no,no,no,1
1,5,1263,1,125,39,5,3427.5,18nov1997,69,1,69,30,1,no,no,no,no,1
1,5,1264,1,125,39,5,,02may1997,78,0,99,60,2,no,no,no,no,1
1,5,1265,1,125,39,5,3709.8,27jun1997,65,0,86,47,2,no,no,no,no,1
1,5,1266,1,125,39,4,3184.8,07sep1996,101,1,101,62,1,no,no,no,no,1
1,5,1266,2,125,39,5,3016.2,28sep1997,74,1,74,35,1,no,no,no,no,1
1,5,1267,1,125,39,5,2639.5,19oct1996,,,,,,no,no,no,no,1
1,5,1268,1,125,39,5,3425.6001,23dec1996,76,1,76,37,1,no,no,no,no,1
1,5,1269,1,125,39,5,,19apr1997,63,0,84,45,2,no,no,no,no,1
1,5,1270,1,125,39,5,3489.1001,04nov1997,111,1,111,72,1,no,no,yes,no,1
1,5,1271,1,125,39,5,2500.5,05feb1997,58,1,58,19,1,no,no,no,no,1
1,5,1272,1,125,39,5,2794.1001,12apr1997,54,1,54,15,1,no,no,no,no,1
1,5,1273,1,125,39,4,3422.5,14sep1997,89,0,111,72,2,no,no,no,no,1
1,5,1274,1,125,39,4,3265.8999,15oct1996,73,1,73,34,1,no,no,no,no,1
1,5,1275,1,125,39,4,3055,28oct1996,74,0,143,104,3,no,no,no,no,1
1,5,1276,1,125,39,4,2483,24dec1996,,,,,,no,no,no,no,1
1,5,1277,1,125,39,4,,02nov1996,,,,,,no,no,no,no,1
1,5,1278,1,125,39,3,3670.7,07jun1997,66,1,66,27,1,no,no,no,no,1
1,5,1279,1,125,39,4,3208.6001,03mar1997,68,1,68,29,1,no,no,no,no,1
1,5,1280,1,125,39,4,2834.1001,10nov1996,63,0,102,63,2,no,no,no,no,1
1,5,1280,2,125,39,5,2446.8999,26nov1997,75,1,75,36,1,no,no,no,no,1
1,5,1281,1,125,39,4,2054.1001,07apr1997,66,0,106,67,3,no,no,no,no,1
1,5,1282,1,125,39,4,2901.1001,27dec1996,60,0,123,84,3,no,no,yes,yes,1
1,5,1283,1,125,39,3,4128.3999,04nov1996,84,0,143,104,3,no,no,no,no,1
1,5,1284,1,125,39,3,3448.3999,15dec1996,101,1,101,62,1,no,no,yes,no,1
1,5,1285,1,125,39,3,2870.3,28may1997,67,1,67,28,1,no,yes,yes,no,1
1,5,1286,1,125,39,3,2491.8,09dec1996,68,,,,6,no,yes,no,yes,1
1,5,1287,1,125,39,3,2787.3999,12mar1997,73,0,119,80,2,no,no,no,no,1
1,5,1288,1,125,39,3,2878.3,27feb1997,71,1,71,32,1,no,no,no,no,1
1,5,1289,1,125,39,3,3509.1001,20apr1997,62,0,82,43,2,no,no,no,no,1
1,5,1290,1,125,39,3,2611.3,20apr1997,62,1,62,23,1,no,no,no,no,1
1,5,1291,1,125,39,2,2819.5,13dec1996,71,1,71,32,1,no,no,no,no,1
1,5,1292,1,125,39,3,2508.8,05mar1997,63,1,63,24,1,no,no,no,no,1
1,5,1293,1,125,39,2,3550.5,09nov1996,111,1,111,72,1,no,no,no,no,1
1,5,1293,2,125,39,3,1804.8,13nov1997,88,,,,1,no,no,no,no,1
1,5,1294,1,125,39,3,3170.5,21aug1997,127,,,,1,yes,no,yes,yes,1
1,5,1295,1,125,39,3,3325,09may1997,90,1,90,51,1,no,no,yes,yes,1
1,5,1296,1,125,39,2,3029.5,22nov1996,104,,,,2,yes,no,no,yes,1
1,5,1297,1,125,39,2,3933.5,08oct1996,72,1,72,33,1,no,no,no,no,1
1,5,1297,2,125,39,3,4173.2002,24sep1997,67,1,67,28,1,no,no,no,no,1
1,5,1298,1,125,39,3,3760.5,11jul1997,61,1,61,22,1,no,no,no,no,1
1,5,1299,1,125,39,3,3685,19aug1997,55,0,97,58,2,no,no,yes,yes,1
1,5,1300,1,125,39,3,3090.6001,28apr1997,56,1,56,17,1,no,no,no,no,1
1,5,1301,1,125,39,2,3255.5,13nov1996,115,0,247,208,5,no,no,no,no,1
1,5,1302,1,125,39,3,2463,27jul1997,127,0,169,130,3,no,no,no,no,1
1,5,1303,1,125,39,3,2223.3,13jun1997,72,1,72,33,1,no,no,no,no,1
1,5,1304,1,125,39,3,2099.3,21may1997,74,,,,1,no,no,no,no,1
1,5,1305,1,125,39,3,3550.2,02jul1997,60,1,60,21,1,no,no,no,no,1
1,5,1306,1,125,39,2,2388.5,19oct1996,178,1,178,139,1,no,no,no,no,1
1,101,1307,1,172,31,3,3717.8,09sep1997,119,1,119,88,1,no,no,no,no,0
1,101,1308,1,172,31,5,4019.1001,14jul1997,,,43,12,,no,no,no,no,0
1,101,1309,1,172,31,5,3034.1001,25feb1997,44,0,157,126,5,no,no,no,no,0
1,101,1310,1,172,31,5,4281,19may1997,45,,,,10,no,no,no,no,0
1,101,1311,1,172,31,4,3026,04mar1997,49,,,,2,no,no,no,no,0
1,101,1312,1,172,31,5,3460.3999,28feb1997,44,0,140,109,4,no,no,no,no,0
1,101,1313,1,172,31,5,3005.3999,30sep1997,,,42,11,,no,no,no,no,0
1,101,1314,1,172,31,5,4240,08may1997,57,1,57,26,1,no,no,no,no,0
1,101,1315,1,172,31,4,4569.2002,04sep1997,89,0,106,75,1,no,no,no,no,0
1,101,1316,1,172,31,5,3986.8999,19apr1997,81,1,81,50,1,no,no,no,no,0
1,101,1317,1,172,31,5,2870.7,03aug1997,43,0,53,22,2,no,no,no,no,0
1,101,1318,1,172,31,4,3839.2,15apr1997,170,1,170,139,1,no,no,yes,no,0
1,101,1319,1,172,31,4,2657,03mar1997,79,1,79,48,1,no,no,no,no,0
1,101,1320,1,172,31,4,3516.8,28sep1996,44,,,,7,no,no,yes,no,0
1,101,1321,1,172,31,4,3008.3999,06mar1997,81,1,81,50,1,no,no,no,no,0
1,101,1322,1,172,31,4,3783.3,01may1997,64,1,64,33,1,no,no,no,no,0
1,101,1323,1,172,31,4,4080.8999,02jun1997,,,71,40,,no,no,no,no,0
1,101,1324,1,172,31,4,3514.6001,19aug1997,38,1,38,7,1,no,no,no,no,0
1,101,1325,1,172,31,3,3766,19apr1997,48,0,91,60,2,no,no,no,no,0
1,101,1326,1,172,31,3,3391.8,03mar1997,54,1,54,23,1,no,no,no,no,0
1,101,1327,1,172,31,3,,15aug1997,43,1,43,12,1,no,no,no,no,0
1,101,1328,1,172,31,3,3997.3999,10jul1997,,,110,79,,no,no,no,no,0
1,101,1329,1,172,31,3,2795,23jun1997,57,,,,9,no,no,no,no,0
1,101,1330,1,172,31,4,3423.8999,03oct1997,38,0,98,67,2,no,no,no,no,0
1,101,1331,1,172,31,4,3694.3,04mar1997,44,0,187,156,5,no,no,no,no,0
1,101,1332,1,172,31,5,3586.2,11jun1997,46,0,102,71,2,no,no,no,no,0
1,101,1333,1,172,31,4,3556.6001,02jun1997,,,71,40,,no,no,no,no,0
1,101,1334,1,172,31,3,2317.2,10mar1997,44,0,68,37,2,no,no,no,no,0
1,101,1335,1,172,31,4,3041.3,07jun1997,,,52,21,,no,no,no,no,0
1,101,1336,1,172,31,4,3609.2,28apr1997,59,0,117,86,2,no,no,no,no,0
1,101,1337,1,172,31,4,4115.2998,10jul1997,,,138,107,,no,no,no,no,0
1,101,1338,1,172,31,4,2765,07apr1997,,,43,12,,no,no,no,no,0
1,101,1339,1,172,31,4,3071.8,03mar1997,108,0,135,104,2,no,no,no,no,0
1,101,1340,1,172,31,4,3095.7,01may1997,47,0,67,36,2,no,no,no,no,0
1,101,1341,1,172,31,3,3509.3999,01jul1997,41,1,41,10,1,no,no,no,no,0
1,101,1342,1,172,31,4,2596.3,10may1997,44,0,113,82,3,no,no,no,no,0
1,101,1343,1,172,31,4,2333.8,29jun1997,62,0,146,115,4,no,no,no,no,0
1,101,1344,1,172,31,3,,23dec1996,51,0,119,88,2,no,no,no,no,0
1,101,1345,1,172,31,4,3037.8999,29jun1997,62,0,128,97,3,no,no,no,no,0
1,101,1346,1,172,31,3,3823.6001,30dec1996,45,1,45,14,1,no,no,no,no,0
1,101,1346,2,172,31,4,3464.3999,23nov1997,108,,,,1,no,no,no,no,0
1,101,1347,1,172,31,4,3161.5,04nov1997,87,,,,3,no,no,no,no,0
1,101,1348,1,172,31,4,3402.3999,22jul1997,51,0,95,64,2,no,no,no,no,0
1,101,1349,1,172,31,3,3344.8,20jan1997,43,1,43,12,1,no,no,no,no,0
1,101,1350,1,172,31,3,4409.8999,26oct1996,49,0,88,57,2,no,yes,no,no,0
1,101,1351,1,172,31,3,3798.3999,03nov1996,46,1,46,15,1,no,no,no,no,0
1,101,1351,2,172,31,4,3305.3999,17sep1997,47,0,175,144,4,no,no,no,no,0
1,101,1352,1,172,31,3,3600.8999,15apr1997,95,0,170,139,5,no,no,no,no,0
1,101,1353,1,172,31,3,4019.7,30mar1997,58,0,227,196,7,no,no,no,no,0
1,101,1354,1,172,31,3,3228.7,21may1997,96,0,181,150,2,no,no,no,no,0
1,101,1355,1,172,31,3,2829.3999,24mar1997,46,1,46,15,1,no,no,no,no,0
1,101,1356,1,172,31,3,2803.7,15mar1997,32,0,115,84,3,no,no,no,no,0
1,101,1357,1,172,31,2,3155,03nov1997,,,74,43,,no,no,no,no,0
1,101,1358,1,172,31,3,3023,03jul1997,58,0,159,128,4,no,no,no,no,0
1,101,1359,1,172,31,2,3548.2,31oct1997,61,,,,1,no,no,no,no,0
1,101,1360,1,172,31,2,3077.6001,17mar1997,46,1,46,15,1,no,no,no,no,0
1,101,1361,1,172,31,2,3519.8,14mar1997,46,1,46,15,1,no,no,no,no,0
1,101,1362,1,172,31,2,3455.5,24oct1996,51,0,174,143,6,no,no,no,no,0
1,101,1363,1,172,31,3,3085.5,16jun1997,170,0,190,159,2,no,no,no,no,0
1,101,1364,1,172,31,2,3625.8,26oct1996,51,0,97,66,3,no,no,no,no,0
1,101,1364,2,172,31,3,3237.3999,06nov1997,,,61,30,,no,no,no,no,0
1,101,1365,1,172,31,3,3638.3999,12apr1997,63,,,,5,no,no,no,no,0
1,101,1366,1,172,31,2,3895.1001,02sep1996,52,0,105,74,2,no,no,no,no,0
1,101,1366,2,172,31,3,3921.2,22sep1997,45,1,45,14,1,no,no,no,no,0
1,101,1367,1,172,31,2,2991.2,11oct1996,49,0,133,102,2,no,no,no,no,0
1,101,1367,2,172,31,3,2894.3999,25nov1997,,,49,18,,no,no,no,no,0
1,101,1368,1,172,31,3,2514,19apr1997,91,1,91,60,1,no,no,no,no,0
1,101,1369,1,172,31,2,3485.2,21jan1997,46,0,237,206,5,no,no,no,no,0
1,101,1370,1,172,31,3,3492,28may1997,41,0,65,34,2,no,no,no,no,0
1,101,1371,1,172,31,2,3060.8999,14jul1997,47,1,47,16,1,no,no,no,no,0
1,101,1372,1,172,31,3,3995.6001,30aug1997,86,0,108,77,1,no,no,no,no,0
1,101,1373,1,172,31,3,3508.3,28dec1996,47,0,113,82,2,no,no,no,no,0
1,101,1374,1,172,31,3,3663.6001,04nov1997,62,,,,2,no,no,no,no,0
1,101,1375,1,172,31,3,4485.3999,21dec1996,64,0,140,109,3,no,no,no,no,0
1,101,1376,1,172,31,3,3922,23oct1997,66,0,85,54,1,no,no,no,no,0
1,101,1377,1,172,31,3,3650.6001,22dec1996,45,0,67,36,2,no,no,no,no,0
1,101,1378,1,172,31,3,3479.2,11nov1996,73,1,73,42,1,no,no,no,no,0
1,101,1378,2,172,31,4,3278.8,01nov1997,,,52,21,,no,no,no,no,0
1,101,1379,1,172,31,1,2680.2,14dec1996,46,1,46,15,1,no,no,no,no,0
1,101,1379,2,172,31,2,3922.2,10nov1997,,,50,19,,no,no,no,no,0
1,101,1380,1,172,31,1,2540.8999,01jun1997,131,0,156,125,1,no,no,no,no,0
1,101,1381,1,172,31,2,2635.8,02apr1997,57,1,57,26,1,no,no,no,no,0
1,101,1382,1,172,31,2,2943.2,23may1997,55,1,55,24,1,no,no,no,no,0
1,101,1383,1,172,31,2,2635.3999,01may1997,68,0,150,119,3,no,no,no,no,0
1,101,1384,1,172,31,2,2785.5,10may1997,55,0,127,96,3,no,no,no,no,0
1,101,1385,1,172,31,2,,01jun1997,,,,,,no,no,no,no,0
1,101,1386,1,172,31,1,1494.9,11may1997,,,,,,no,no,no,no,0
1,101,1387,1,172,31,2,3223.3,07jul1997,64,0,113,82,2,no,no,no,no,0
1,101,1388,1,172,31,2,3230.5,14mar1997,81,1,81,50,1,no,no,no,no,0
1,101,1389,1,172,31,1,2587.2,14jun1997,63,1,63,32,1,no,no,no,no,0
1,101,1390,1,172,31,2,2975.3999,07apr1997,50,0,96,65,3,no,no,no,no,0
1,101,1391,1,172,31,1,2239.2,08jan1997,76,1,76,45,1,no,no,no,no,0
1,101,1392,1,172,31,1,2637.1001,21jan1997,49,0,257,226,5,no,no,no,no,0
1,101,1393,1,172,31,1,2447.6001,15apr1997,42,0,132,101,4,no,no,no,no,0
1,101,1394,1,172,31,2,2670.1001,21jun1997,65,0,85,54,2,no,no,no,yes,0
1,101,1395,1,172,31,2,2751.3999,23mar1997,70,1,70,39,1,no,no,no,no,0
1,101,1396,1,172,31,1,2358.6001,01jan1997,50,0,93,62,2,no,no,no,no,0
1,101,1397,1,172,31,1,,23dec1996,53,0,172,141,7,no,no,no,no,0
1,101,1398,1,172,31,2,1715,25feb1997,59,1,59,28,1,no,no,no,no,0
1,101,1399,1,172,31,1,,26dec1996,,,,,,no,no,no,no,0
1,101,1400,1,172,31,2,2909.5,03jul1997,58,0,79,48,2,no,no,no,no,0
1,101,1401,1,172,31,4,3480.8999,01oct1996,55,0,75,44,2,no,no,no,no,0
1,101,1402,1,172,31,1,2602.3999,02jan1997,45,0,89,58,2,no,no,no,no,0
1,101,1403,1,172,31,2,1629.9,24feb1997,51,0,115,84,4,no,no,no,no,0
1,101,1404,1,172,31,1,3427,27feb1997,55,0,166,135,2,no,yes,no,no,0
1,101,1405,1,172,31,1,2425.6001,28dec1996,65,0,113,82,2,no,no,no,no,0
1,101,1406,1,172,31,1,2388.1001,14jan1997,72,0,150,119,3,no,no,no,no,0
1,101,1407,1,172,31,2,2229.1001,29jun1997,61,1,61,30,1,no,no,no,no,0
1,101,1408,1,172,31,4,2854.8,30aug1997,27,0,43,12,2,no,no,no,no,0
1,101,1409,1,172,31,1,2577.5,13feb1997,44,1,44,13,1,no,no,no,no,0
1,101,1410,1,172,31,1,1974.8,05jan1997,112,1,112,81,1,no,no,no,no,0
1,101,1411,1,172,31,1,2873,03jun1997,50,1,50,19,1,no,no,no,no,0
1,101,1412,1,172,31,1,1947.3,30dec1996,101,1,101,70,1,no,no,no,no,0
1,101,1413,1,172,31,1,2442.8,09jan1997,45,0,198,167,4,no,no,no,no,0
1,101,1414,1,172,31,1,2230.6001,01jan1997,46,1,46,15,1,no,no,no,no,0
1,101,1414,2,172,31,2,2484.1001,18nov1997,,,56,25,,no,no,no,no,0
1,101,1415,1,172,31,1,2636.7,29nov1996,44,1,44,13,1,no,no,no,no,0
1,101,1416,1,172,31,1,3747.1001,20aug1997,36,1,36,5,1,no,no,no,no,0
1,101,1417,1,172,31,1,2363.3,30dec1996,51,1,51,20,1,no,no,no,no,0
1,101,1417,2,172,31,2,3482.2,23nov1997,21,0,110,79,1,no,no,no,no,0
1,101,1418,1,172,31,1,3309.1001,07oct1997,,,98,67,,no,no,no,no,0
1,101,1419,1,172,31,1,2529.5,30dec1996,59,0,103,72,2,no,no,no,no,0
1,101,1420,1,172,31,1,2485.6001,24mar1997,65,0,87,56,2,no,no,no,no,0
1,101,1421,1,172,31,1,2635.5,20dec1996,102,0,137,106,1,no,no,no,no,0
1,101,1422,1,172,31,1,2501.8999,24mar1997,84,0,153,122,2,no,no,no,no,0
1,101,1423,1,172,31,1,1733.5,23dec1996,72,1,72,41,1,no,no,no,no,0
1,101,1424,1,172,31,1,2464,01jan1997,46,1,46,15,1,no,no,no,no,0
1,101,1424,2,172,31,2,3482,27nov1997,,,57,26,,no,no,no,no,0
1,101,1425,1,172,31,1,2340.8999,30dec1996,45,1,45,14,1,no,no,no,no,0
1,101,1426,1,172,31,1,2447.3999,05jan1997,45,0,64,33,2,no,no,no,no,0
1,101,1427,1,172,31,1,2438.6001,15apr1997,46,1,46,15,1,no,no,no,no,0
1,101,1428,1,172,31,1,2525.5,02jun1997,65,,,,3,no,no,no,no,0
1,101,1429,1,172,31,1,2462.8,14jun1997,45,,,,4,no,no,no,no,0
1,101,1430,1,172,31,1,2075.3999,17apr1997,63,0,103,72,2,no,no,no,no,0
1,101,1431,1,172,31,5,,07jul1997,,,,,,no,no,no,no,0
1,101,1432,1,172,31,4,3466.3999,31oct1996,44,1,44,13,1,no,no,no,no,0
1,101,1432,2,172,31,5,3051.3999,22sep1997,51,1,51,20,1,no,no,no,no,0
1,101,1433,1,172,31,1,2035.3,15apr1997,42,0,143,112,3,no,no,no,no,0
1,101,1434,1,172,31,5,2614.7,07feb1997,54,0,227,196,5,no,no,yes,no,0
1,101,1435,1,172,31,1,2646.1001,10may1997,34,0,54,23,2,no,no,no,no,0
1,101,1436,1,172,31,1,2231.8,15aug1997,42,1,42,11,1,no,no,no,no,0
1,101,1437,1,172,31,4,3495.3999,20dec1996,,,,,,no,no,no,no,0
1,101,1438,1,172,31,4,,31oct1996,,,,,,no,no,no,no,0
1,101,1439,1,172,31,5,2732,17sep1997,58,0,137,106,2,no,no,no,no,0
1,101,1440,1,172,31,1,2721.2,20oct1997,162,,,,2,no,no,no,no,0
1,101,1441,1,172,31,1,2369.8,07sep1997,65,1,65,34,1,no,no,no,no,0
1,101,1442,1,172,31,1,2725.8,23nov1997,46,,,,2,no,no,no,yes,0
1,101,1443,1,172,31,1,2885.3,20oct1997,72,0,91,60,2,no,no,no,no,0
1,101,1444,1,172,31,1,1940.9,20oct1997,,,81,50,,no,no,no,no,0
1,101,1445,1,172,31,1,2143.3999,10nov1997,,,57,26,,no,no,no,no,0
1,101,1446,1,172,31,1,,31oct1997,,,,,,no,yes,no,no,0
1,101,1447,1,172,31,1,2401.2,20oct1997,,,57,26,,no,no,no,no,0
1,101,1448,1,172,31,1,2271.3999,20oct1997,,,78,47,,no,no,no,no,0
1,101,1449,1,172,31,1,2424,20oct1997,46,0,69,38,2,no,no,no,no,0
1,101,1450,1,172,31,3,,01jan1997,,,,,,no,no,no,no,0
1,101,1451,1,172,31,5,3718.3,01jul1997,82,0,102,71,2,no,no,no,no,0
1,101,1452,1,172,31,5,2637.2,21jun1997,53,0,229,198,5,no,no,no,no,0
1,101,1453,1,172,31,5,3862.6001,13dec1996,63,0,131,100,3,no,no,no,no,0
1,101,1454,1,172,31,5,3738.3999,02jun1997,92,0,116,85,2,no,no,no,no,0
1,101,1455,1,172,31,5,4932.7002,29nov1996,47,0,107,76,3,no,no,no,no,0
1,101,1456,1,172,31,5,2610,01feb1997,42,0,67,36,2,no,no,no,no,0
1,101,1457,1,172,31,4,3944.7,19mar1997,107,1,107,76,1,no,no,no,no,0
1,101,1458,1,172,31,5,2665.7,07sep1997,68,1,68,37,1,no,no,no,no,0
1,101,1459,1,172,31,6,,23jun1997,,,50,19,,no,no,no,no,0
1,101,1460,1,172,31,5,,30oct1996,,,,,,no,no,no,no,0
1,101,1461,1,172,31,5,3493.6001,03aug1997,39,0,131,100,3,no,no,no,no,0
1,101,1462,1,172,31,5,,28mar1997,61,,,,3,no,no,no,no,0
1,101,1463,1,172,31,4,2282.3999,01aug1997,45,0,102,71,2,no,no,no,no,0
1,101,1464,1,172,31,5,3385.6001,18nov1996,50,0,95,64,2,no,no,no,no,0
1,101,1464,2,172,31,6,3357.5,25nov1997,96,,,,3,no,no,no,no,0
1,101,1465,1,172,31,4,,25mar1997,,,,,,no,no,no,no,0
1,101,1466,1,172,31,4,3463.3999,12oct1996,46,1,46,15,1,no,no,no,no,0
1,101,1466,2,172,31,5,,26aug1997,,,,,,no,no,no,no,0
1,101,1467,1,172,31,5,3312.7,03mar1997,46,1,46,15,1,no,no,no,no,0
1,101,1468,1,172,31,5,3928.3999,22nov1996,52,0,71,40,2,no,no,no,no,0
1,101,1468,2,172,31,6,3515.8,06nov1997,38,1,38,7,1,no,no,no,no,0
1,101,1469,1,172,31,4,3038,08nov1996,63,1,63,32,1,no,no,no,no,0
1,101,1469,2,172,31,5,2042.8,21oct1997,,,63,32,,no,no,no,no,0
1,101,1470,1,172,31,4,2581.8,02apr1997,44,0,154,123,3,no,no,no,no,0
1,101,1471,1,172,31,5,3473.3999,01mar1997,109,0,226,195,5,no,yes,no,no,0
1,101,1472,1,172,31,4,3348.8999,28apr1997,94,1,94,63,1,no,no,no,no,0
1,101,1473,1,172,31,4,3311.8999,03may1997,67,1,67,36,1,no,no,no,no,0
1,101,1474,1,172,31,5,3557.3999,24oct1996,46,1,46,15,1,no,no,no,no,0
1,101,1474,2,172,31,6,2850.3999,13sep1997,,,52,21,,no,no,no,no,0
1,101,1475,1,172,31,4,3005.3,10aug1997,44,0,93,62,1,no,no,no,no,0
1,101,1476,1,172,31,5,2557.8999,03may1997,45,0,128,97,3,no,no,no,no,0
1,101,1477,1,172,31,4,3394.6001,31jan1997,56,,,,3,no,no,no,no,0
1,101,1478,1,172,31,5,3460.6001,25apr1997,45,0,147,116,3,no,no,no,no,0
1,101,1479,1,172,31,5,3366.1001,21dec1996,79,1,79,48,1,no,no,no,no,0
1,101,1480,1,172,31,4,3940.3999,30dec1996,44,0,272,241,8,no,no,no,no,0
1,101,1481,1,172,31,5,3777.6001,17apr1997,48,0,145,114,4,no,no,no,no,0
1,101,1482,1,172,31,5,3400.3,15may1997,46,0,65,34,2,no,no,no,no,0
1,101,1483,1,172,31,4,3152.3999,23sep1996,49,1,49,18,1,no,no,no,no,0
1,101,1484,1,172,31,4,3068.2,17nov1996,47,0,115,84,5,no,no,no,no,0
1,101,1485,1,172,31,5,3732.1001,15apr1997,46,0,92,61,2,no,no,no,no,0
1,101,1486,1,172,31,4,3280.8,11dec1996,47,0,137,106,4,no,no,no,no,0
1,101,1487,1,172,31,3,4015.7,24oct1996,104,0,290,259,6,no,no,no,no,0
1,101,1488,1,172,31,3,2932.3,13sep1997,70,,,,4,no,no,no,no,0
1,101,1489,1,172,31,3,2469.3999,21apr1997,61,0,125,94,2,no,no,no,no,0
1,101,1490,1,172,31,4,3971.5,03jul1997,57,0,124,93,1,no,no,no,no,0
1,101,1491,1,172,31,3,3128.8999,15aug1997,44,1,44,13,1,no,no,no,no,0
1,101,1492,1,172,31,3,2748.1001,14jan1997,66,,,,3,no,no,no,no,0
1,101,1493,1,172,31,3,3861.3,12jun1997,107,0,231,200,2,no,no,no,no,0
1,101,1494,1,172,31,2,2968.2,23dec1996,52,1,52,21,1,no,no,no,no,0
1,101,1494,2,172,31,3,3531,19nov1997,113,0,162,131,2,no,no,no,no,0
1,101,1495,1,172,31,2,3184.5,30oct1996,48,,,,6,no,no,no,no,0
1,101,1496,1,172,31,3,3492.5,25jun1997,46,0,146,115,3,no,no,no,no,0
1,101,1497,1,172,31,2,3310.7,26may1997,82,1,82,51,1,no,no,no,no,0
